,org_id,city,average_bill,rating,rubric,coffee_to_go,food_delivery,breakfast,summer_terrace,wi_fi,business_lunch,payment_by_credit_card,car_park,gift_certificate,karaoke,free_delivery,music,pets,air_conditioning,view_on_ostankino_tower
54113,16298502228509658390,msk,500.0,4.0,Кафе,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54114,8290519296941482267,msk,500.0,5.0,Ресторан,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1
54115,575628737421377253,msk,500.0,4.0,"Бар, паб",0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
54116,11732968061989137,spb,500.0,5.0,Кофейня,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
54117,8441752275047817839,spb,500.0,,"Бар, паб",0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
54118,17345229156875938516,spb,500.0,4.5,Кофейня,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
54120,13338677390021863161,spb,500.0,2.888888888888889,Кафе,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54121,4563469246665982368,spb,500.0,4.2,"Бар, паб",0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
54123,3060429839089349153,spb,500.0,5.0,Кафе,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54124,15959821198986946566,spb,500.0,4.5,Кофейня,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
54125,14114126062248556595,spb,500.0,4.125,Кофейня,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
54126,9474379938076751810,spb,500.0,5.0,Кофейня,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
54127,3191047693968304573,spb,500.0,4.5625,Кофейня,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
54128,3796511893514096953,spb,500.0,4.15,Кофейня,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
54129,18277791881708219121,spb,500.0,3.1,Кафе,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54130,13359357292427272358,spb,500.0,4.875,Ресторан,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
54134,13391407876211430673,msk,500.0,5.0,Кондитерская,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
54136,8777153481994780773,msk,500.0,3.952586206896552,Быстрое питание,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
54138,12074345828595677298,msk,500.0,3.8157894736842106,Суши-бар,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1
54139,11747649110191198138,msk,500.0,3.8592233009708736,Пиццерия,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
54141,17075715266983495958,msk,500.0,1.92,Быстрое питание,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
54142,16967168706958537618,msk,500.0,4.0,Кафе,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54143,17444593654033405532,msk,500.0,,Ресторан,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54144,6174747002576038434,msk,500.0,3.555555555555556,Быстрое питание,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
54145,10282868916711981379,msk,500.0,4.375,Кофейня,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
54146,6387218321921844960,msk,500.0,3.5,Кафе,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54147,948621004268266930,msk,500.0,3.3809523809523814,Пиццерия,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54148,7785233746480510406,msk,500.0,4.169117647058823,Пиццерия,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
54149,10304726205381603879,msk,500.0,4.341846758349705,Пиццерия,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
54150,7048816135582901309,msk,500.0,4.76,Кафе,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
54151,412194204782210664,msk,500.0,4.488888888888889,Кофейня,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
54152,14155387187254869338,msk,500.0,3.941176470588236,Кафе,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54153,13418926949254468261,msk,500.0,4.099526066350712,Пиццерия,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
54154,3544378461685971715,msk,500.0,3.6875,Пиццерия,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54155,13717294489921540679,msk,500.0,3.32,Кафе,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
54156,14691372751343450264,msk,500.0,4.251572327044025,Пиццерия,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
54157,16152402491642213153,msk,500.0,4.307971014492754,Пиццерия,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
54158,7503218663433624288,msk,500.0,4.523809523809524,Пиццерия,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
54159,332889945465228571,msk,500.0,3.8571428571428568,Кафе,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54160,16953273048516873503,msk,500.0,4.270096463022508,Пиццерия,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
54161,3389608041877237001,msk,500.0,4.023560209424084,Пиццерия,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
54162,8604886876015989538,msk,500.0,3.96875,Быстрое питание,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54163,6968075987993143953,msk,500.0,4.386666666666667,Пиццерия,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
54164,7280286990589839213,msk,500.0,3.260869565217391,Пиццерия,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54165,10419901310989169678,msk,500.0,4.356979405034325,Пиццерия,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
54166,16476281402629736705,msk,500.0,3.375,Кафе,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1
54167,8643535272103566556,msk,500.0,4.526315789473684,Пиццерия,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
54168,7663416736185452260,msk,500.0,4.857142857142857,Кафе,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
54171,14180680736258939609,spb,500.0,,Ресторан,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
54172,11747656338926214972,spb,500.0,,Ресторан,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54173,16339702327521398204,spb,500.0,2.333333333333333,Ресторан,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
54174,8119345314101429393,spb,500.0,,Быстрое питание,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54175,15307960020931542156,spb,500.0,4.2,Кафе,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54176,12177139375772940591,spb,500.0,,Ресторан,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54177,11287166911480736419,spb,500.0,4.727272727272728,Быстрое питание,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
54178,5138019390391560119,spb,500.0,5.0,Кофейня,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
54179,9154390720854887611,spb,500.0,3.1666666666666665,Ресторан,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54180,8215464868418929398,spb,500.0,,Ресторан,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54181,6917050221155840365,spb,500.0,4.285714285714286,Кафе,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54182,9782253331459072213,spb,500.0,1.0,Ресторан,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54183,7057295467558065796,spb,500.0,4.0,Быстрое питание,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54184,5291521654072244216,spb,500.0,4.0,Кафе,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54185,10442197446848063913,spb,500.0,,Кафе,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54186,9405266652052176407,spb,500.0,,Быстрое питание,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
54187,11269905985690705337,msk,1000.0,2.4,Кафе,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
54191,17089109884533718802,msk,1000.0,4.0,Ресторан,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54192,3950880553927605964,msk,1000.0,4.384615384615385,Ресторан,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54193,15502148103012912014,msk,1000.0,,Кафе,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1
54194,10442718675563950761,msk,1000.0,4.575757575757576,Ресторан,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54195,10501209319984475377,msk,1000.0,3.9166666666666665,Кальян-бар,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54197,4181602644688672263,msk,1000.0,3.2,Ресторан,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54198,17442084835426213779,msk,1000.0,4.0,Ресторан,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54199,12495323081473165623,msk,1000.0,3.333333333333333,Кафе,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54200,10010924271387745916,msk,1000.0,3.571428571428572,Ресторан,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54201,7363379434742164083,msk,1000.0,3.25,Спортбар,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1
54202,15558908641634494763,spb,1000.0,4.304347826086956,Ресторан,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
54203,9777423907515052047,spb,1000.0,,Ресторан,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54204,7960688728430635952,spb,1000.0,5.0,Ресторан,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54205,3607107726992839905,spb,1000.0,,Ресторан,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54206,6453501782488667444,spb,1000.0,4.875,Кафе,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54207,15495172617346653764,spb,1000.0,,Ресторан,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54208,16958638344106561657,spb,1000.0,3.6666666666666665,Кафе,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54209,1945435675041512008,spb,1000.0,4.25,Кафе,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54210,5986905830086213717,spb,1000.0,,Ресторан,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54211,13869018204704230940,spb,1000.0,3.533333333333333,Ресторан,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54212,2383126023148005601,spb,1000.0,,Ресторан,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54213,11616659431143580564,spb,1000.0,,Ресторан,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54214,13296030655880177692,spb,1000.0,,Ресторан,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54215,17907530983642330826,spb,1000.0,,Ресторан,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54217,3908573589177345277,msk,2000.0,4.6875,Ресторан,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
54218,9848705835422511770,msk,2000.0,4.535714285714286,Ресторан,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
54219,5580189049308457576,msk,2000.0,,Ресторан,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1
54220,17344002850750974292,msk,2000.0,3.272727272727273,Ресторан,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54221,10461075455161052822,msk,2000.0,,Ресторан,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54222,8368629802199498716,msk,3500.0,,Ресторан,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54223,10161314881992262368,msk,1500.0,4.166666666666667,Ресторан,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1
54224,12957884378008466221,msk,1500.0,3.5,Ресторан,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1
54225,3996909463034921634,msk,1500.0,5.0,Ресторан,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54226,8267619031376263539,msk,1500.0,,Ресторан,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1
54227,1296057217691614884,msk,1500.0,3.2857142857142856,Ресторан,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54228,16998843307387825281,msk,1500.0,,Ресторан,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54229,12260479916742891960,msk,1500.0,4.05,Ресторан,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1
54230,15013965185272961130,spb,1500.0,,Ресторан,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54231,9004877052895038119,spb,1500.0,5.0,Ресторан,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54232,17837785059292432810,spb,3000.0,,Ресторан,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54233,1477084339084763611,msk,6000.0,,Ресторан,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54234,12377152035268069495,spb,2500.0,4.0,Ресторан,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54235,3690378270055807515,msk,,4.491228070175438,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54236,18326386388620012237,msk,,4.5,Кондитерская,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54237,4650488646880782355,msk,,3.2857142857142856,Кондитерская,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54238,5015917810479471688,msk,,3.0,Кондитерская,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
54240,11698458111447733597,msk,,4.8,Кондитерская,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54241,6552350625994934044,msk,,3.25,"Булочная, пекарня",1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
54242,3850441983574572590,msk,,4.530612244897959,Кондитерская,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54243,13478497264176526275,msk,,4.318181818181818,"Булочная, пекарня",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
54244,2382718636672691415,msk,,4.2,"Булочная, пекарня",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
54245,3908012630622439354,msk,,4.3,Столовая,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
54248,6547970025615657503,msk,,1.6666666666666667,Ресторан,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
54249,12717723938573736186,msk,,4.5131578947368425,Кафе,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54251,14055386018451712610,msk,,3.5342465753424657,Ресторан,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
54252,6092605247123270112,msk,,4.809523809523808,Ресторан,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
54254,1813902411262582108,msk,,4.4161073825503365,Быстрое питание,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
54257,16646001886594316502,msk,,5.0,Кафе,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
54260,8752626540737107917,msk,,4.148387096774194,Кафе,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
54261,15793775417060602221,msk,,4.769230769230768,Ресторан,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
54263,13436761064930220881,msk,,4.466666666666667,Столовая,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
54264,9782061156775598551,msk,,4.421232876712328,Быстрое питание,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1
54265,748576092548778084,msk,,4.64,Быстрое питание,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
54266,14051600819606567304,msk,,3.6666666666666665,Кафе,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
54268,14867185563387174004,msk,,4.573894282632146,Быстрое питание,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
54269,3058888785652042076,msk,,5.0,Ресторан,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
54270,12489020031670623968,msk,,5.0,Ресторан,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1
54271,15327223866083456611,spb,,4.5,Кондитерская,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54273,17907148869331042181,spb,,3.4,Ресторан,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
54274,8480367059822334928,spb,,3.702325581395349,Ресторан,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
54275,13956581596081081839,spb,,4.071428571428571,Пиццерия,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0
54276,3949949001547492723,msk,500.0,4.085106382978723,Быстрое питание,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
54277,4635217428757826370,msk,500.0,3.7692307692307687,Быстрое питание,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
54278,18111730308868588217,msk,500.0,4.123711340206185,"Бар, паб",1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
54281,6060771984418500285,msk,500.0,4.397849462365592,"Бар, паб",0,1,0,1,1,1,1,0,0,1,0,0,0,0,1
54287,9987420710374079215,msk,500.0,3.8,Кафе,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0
54288,8752906258653776830,msk,500.0,3.967741935483871,Кафе,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0
54290,97604074790792344,msk,500.0,4.541666666666667,Столовая,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0
54292,18309703462593446270,msk,500.0,4.457831325301205,Столовая,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0
54295,16129412602274862321,spb,500.0,3.9583333333333335,Кафе,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0
54298,4926213756397641035,spb,500.0,4.4,Кафе,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
54300,3332810130498777596,spb,500.0,4.146031746031746,"Бар, паб",1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
54304,6525436438070551461,msk,1000.0,4.336633663366337,Ресторан,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0
54305,10487539623935864026,msk,1000.0,4.15884476534296,Кальян-бар,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
54307,18007315279621706149,msk,1000.0,3.934579439252337,Ресторан,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1
54310,8567003389149994699,msk,2000.0,3.842105263157895,Кафе,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0
54311,4275447150502520690,spb,2000.0,4.524027459954233,Ресторан,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0
54314,12392612028248631030,msk,1500.0,4.486363636363637,Ресторан,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0
54316,1747896249756510320,msk,1500.0,4.228260869565218,Кафе,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
54322,2739632811067050131,msk,,4.594059405940594,Ресторан,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
54323,11128477981198437090,msk,,5.0,Кафе,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0
54327,15320023564267182986,msk,,4.323529411764706,Пиццерия,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1
54329,5546622690377828189,msk,,4.69069069069069,Кальян-бар,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
54332,14210504296449829001,msk,500.0,3.9130434782608696,Кофейня,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
54333,13543437413158137824,spb,500.0,4.236363636363636,Быстрое питание,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
54334,10465396343426869135,spb,500.0,4.583333333333333,Столовая,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0
54336,3013585816704361987,msk,,3.25,Кофейня,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
54337,8428001970017679981,msk,6000.0,4.188524590163935,Ресторан,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0
54338,12132681358985586119,msk,500.0,4.355633802816901,Кальян-бар,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
54342,16443955028688721223,msk,500.0,4.1875,Быстрое питание,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1
54343,7895622450708381299,msk,500.0,4.447058823529412,Кофейня,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
54345,15172171724909653508,msk,500.0,4.0,Кофейня,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1
54346,17721796555109994055,msk,500.0,4.305882352941176,Кофейня,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
54347,3970090218005239541,msk,500.0,4.0625,Кофейня,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
54348,2865876172881591038,msk,500.0,4.333333333333333,Кофейня,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
54349,426062233551937541,msk,500.0,5.0,Кофейня,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
54350,17621110739876333644,msk,500.0,4.733333333333333,Кофейня,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
54351,6399605100854822855,msk,500.0,4.65625,Кофейня,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
54352,15595309559376850768,msk,500.0,3.1875,"Булочная, пекарня",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
54353,16369549236986293183,msk,500.0,4.875,Кофейня,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
54354,7905507870386655069,msk,500.0,4.3157894736842115,Кофейня,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
54356,17254610392830022207,msk,500.0,4.227272727272728,Кофейня,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
54357,548594587033446770,msk,500.0,4.448275862068964,Кофейня,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
54358,3302254591148375522,msk,500.0,4.769230769230768,Кофейня,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
54359,7951239285335752662,msk,500.0,2.8571428571428568,Быстрое питание,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
54362,198973514332575875,msk,500.0,3.125,Кафе,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54364,9935052280530168350,spb,500.0,5.0,Кофейня,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
54365,2873188519298551038,spb,500.0,4.725,Кофейня,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
54368,2471653040397803773,spb,500.0,3.5789473684210527,Кафе,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
54370,14729412156091540910,spb,500.0,4.538461538461538,Кофейня,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
54371,16913373700526195775,spb,500.0,3.6875,Быстрое питание,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54372,5631205144401087185,spb,500.0,4.333333333333333,Кофейня,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
54373,15775568513026264339,spb,500.0,5.0,Кофейня,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
54374,18046270123072955177,spb,500.0,3.9166666666666665,Кофейня,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
54375,12314161318236819464,spb,500.0,4.16,Быстрое питание,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
54376,16409150945216299496,spb,500.0,4.333333333333333,Быстрое питание,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
54377,12788686205176799630,spb,500.0,4.0,Кофейня,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
54378,10322231945561929497,spb,500.0,4.75,Кофейня,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
54379,6251797951961944995,spb,500.0,4.219895287958115,"Бар, паб",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
54381,3729364908823278313,msk,500.0,4.146496815286623,Быстрое питание,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
54388,16045322237834367818,msk,500.0,3.333333333333333,Быстрое питание,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54389,5659273966186357058,msk,500.0,4.176470588235294,Столовая,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
54390,16351421430349151972,msk,500.0,2.631578947368421,Быстрое питание,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
54392,5533004160263182345,msk,500.0,,Столовая,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54393,18435030421674140540,msk,500.0,4.75,Кафе,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54395,7849595954131936846,msk,500.0,4.428571428571429,Ресторан,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1
54396,8286119230820986817,msk,500.0,4.375,Кафе,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54405,10875826122025146758,msk,500.0,3.9090909090909087,Кафе,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1
54406,17073825634042028106,msk,500.0,3.0,Ресторан,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54407,16924999492378377442,msk,500.0,3.0769230769230766,Кафе,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54408,12272650934680442761,msk,500.0,4.0,Кафе,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54410,17735905452437440933,msk,500.0,4.159090909090909,Кафе,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54412,7015087690182629535,msk,500.0,5.0,Быстрое питание,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54413,13400231393006817781,msk,500.0,3.1304347826086962,Быстрое питание,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
54414,10718062159597368249,msk,500.0,4.330275229357798,Кофейня,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
54417,10041340915619452144,msk,500.0,4.857142857142857,Кафе,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1
54420,5605989796908612328,msk,500.0,4.055555555555555,Кафе,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54421,6364964434804978749,msk,500.0,3.2222222222222223,Столовая,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54425,4155370612304440201,msk,500.0,,Быстрое питание,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54426,11486015814307054856,msk,500.0,4.026315789473684,"Бар, паб",1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54427,18198055273904099704,msk,500.0,3.809523809523809,Быстрое питание,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
54428,3887900314072991751,msk,500.0,4.4,Быстрое питание,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
54429,17457089328346088284,msk,500.0,,Кафе,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54432,1827672980749208744,msk,500.0,4.4444444444444455,Кафе,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54434,16638223977050111292,msk,500.0,,Быстрое питание,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
54436,584494876732520451,spb,500.0,4.007518796992481,Столовая,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
54437,6165674761563701760,spb,500.0,3.911392405063291,Быстрое питание,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54439,7290736289418587616,spb,500.0,4.04,Ресторан,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54441,3835253243253583496,spb,500.0,3.8461538461538463,Пиццерия,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54446,2852467412739568632,spb,500.0,4.107942973523421,Быстрое питание,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
54447,11346182061434455358,spb,500.0,1.2,Быстрое питание,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
54449,7825526166515569965,msk,1000.0,3.272727272727273,Ресторан,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
54453,960432833336010879,msk,1000.0,3.4705882352941178,Ресторан,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54454,3208071163117640589,msk,1000.0,2.0,Кафе,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1
54455,3448704118199736346,msk,1000.0,3.838709677419355,Ресторан,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
54457,4399424758273306615,msk,1000.0,3.928571428571429,Ресторан,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
